id,bin15,bin5,historicalspeed,Location,Vehicles,currentspeed,dow,fromnodeid,navteqid,tonodeid,obstime,Signal_duration,,,,
343161267,1,4,531,Palm_Jumeirah,Two-Wheelers,64,2,2,1,1,60721.4,0,,,,
343161268,1,4,516,Bur_Dubai,Two-Wheelers,47,6,1,0,0,121365.45,0,,,,
343161269,1,4,561,Bur_Dubai,Cars/Trucks,37,1,2,0,1,101693.73,0,,,,
343161270,1,4,682,Al_Sayed_Road,Two-Wheelers,54,0,2,1,1,54132.93,0,,,,
343161271,1,4,575,Al_Sayed_Road,Cars/Trucks,28,7,1,1,1,10666.05,0,,,,
343161272,1,4,623,Bur_Dubai,Two-Wheelers,28,4,2,1,0,41227.67,0,,,,
343161273,1,4,642,Bur_Dubai,Two-Wheelers,40,7,2,1,0,10712.82,0,,,,
343161274,1,4,779,Bur_Dubai,Two-Wheelers,48,2,1,0,0,98912.69,1,,,,
343161275,1,4,671,Bur_Dubai,Two-Wheelers,42,6,2,1,0,197202.48,0,,,,
343161276,1,4,495,Bur_Dubai,Two-Wheelers,40,1,2,1,0,150720.39,0,,,,
343161277,1,4,850,Bur_Dubai,Two-Wheelers,28,1,1,0,1,74780.13,0,,,,
343161278,1,4,630,Bur_Dubai,Cars/Trucks,50,8,2,0,1,79377.45,0,,,,
343161279,1,4,588,Bur_Dubai,Cars/Trucks,32,1,2,1,1,8763.87,0,,,,
343161280,1,4,562,Palm_Jumeirah,Cars/Trucks,35,3,1,0,1,177112.7,0,,,,
343161281,1,4,740,Al_Sayed_Road,Two-Wheelers,56,4,1,1,1,85016.64,1,,,,
343161282,1,4,695,Bur_Dubai,Cars/Trucks,28,5,2,1,1,88689.4,0,,,,
343161283,1,4,589,Bur_Dubai,Two-Wheelers,39,7,2,0,0,95985.64,0,,,,
343161284,1,4,607,Bur_Dubai,Two-Wheelers,31,1,1,1,1,166792.71,0,,,,
343161285,1,4,794,Bur_Dubai,Cars/Trucks,35,6,2,1,1,68730.91,0,,,,
343161286,1,4,580,Palm_Jumeirah,Cars/Trucks,44,9,1,0,0,146891.07,1,,,,
343161287,1,4,644,Palm_Jumeirah,Two-Wheelers,44,8,2,0,0,148727.42,0,,,,
343161288,1,4,636,Al_Sayed_Road,Two-Wheelers,36,1,1,1,0,43134.58,0,,,,
343161289,1,4,599,Palm_Jumeirah,Cars/Trucks,36,3,2,1,1,40318.33,0,,,,
343161290,1,4,507,Bur_Dubai,Two-Wheelers,35,2,2,1,0,97633.93,0,,,,
343161291,1,4,682,Bur_Dubai,Two-Wheelers,48,7,2,1,0,65069.03,0,,,,
343161292,1,4,714,Bur_Dubai,Two-Wheelers,24,7,2,1,0,166335,0,,,,
343161293,1,4,696,Bur_Dubai,Two-Wheelers,25,8,1,1,0,121904.44,0,,,,
343161294,1,4,599,Al_Sayed_Road,Cars/Trucks,51,0,1,1,1,175235.99,0,,,,
343161295,1,4,577,Bur_Dubai,Cars/Trucks,37,2,1,1,0,56185.05,0,,,,
343161296,1,4,733,Al_Sayed_Road,Two-Wheelers,32,5,2,1,0,131625.14,0,,,,
343161297,1,4,647,Bur_Dubai,Two-Wheelers,33,4,1,1,0,152323.04,0,,,,
343161298,1,4,831,Bur_Dubai,Two-Wheelers,34,2,2,0,0,165840.94,0,,,,
343161299,1,4,543,Palm_Jumeirah,Cars/Trucks,30,6,1,1,1,176692.65,0,,,,
343161300,1,4,679,Bur_Dubai,Cars/Trucks,34,7,1,1,0,121904.14,0,,,,
343161301,1,4,713,Palm_Jumeirah,Two-Wheelers,61,4,2,1,0,123663.63,0,,,,
343161302,1,4,690,Palm_Jumeirah,Cars/Trucks,43,2,1,0,0,119644.59,1,,,,
343161303,1,4,751,Bur_Dubai,Cars/Trucks,29,1,1,1,0,66825.33,0,,,,
343161304,1,4,613,Palm_Jumeirah,Two-Wheelers,43,10,1,0,0,94875.03,1,,,,
343161305,1,4,701,Al_Sayed_Road,Cars/Trucks,28,1,1,0,1,76304.73,0,,,,
343161306,1,4,698,Bur_Dubai,Cars/Trucks,33,5,2,0,1,39755,0,,,,
343161307,1,4,451,Bur_Dubai,Two-Wheelers,36,2,2,1,1,180142.42,0,,,,
343161308,1,4,665,Bur_Dubai,Cars/Trucks,28,8,2,1,0,83238.4,0,,,,
343161309,1,4,726,Palm_Jumeirah,Cars/Trucks,50,9,1,0,1,5078.9,0,,,,
343161310,1,4,608,Palm_Jumeirah,Two-Wheelers,44,5,1,0,1,132424.69,1,,,,
343161311,1,4,549,Bur_Dubai,Two-Wheelers,46,7,1,1,1,109057.56,0,,,,
343161312,1,4,803,Bur_Dubai,Cars/Trucks,33,6,2,1,0,115676.61,0,,,,
343161313,1,4,663,Bur_Dubai,Cars/Trucks,43,4,2,1,0,149401.33,0,,,,
343161314,1,4,558,Bur_Dubai,Two-Wheelers,45,1,2,0,0,89891.4,1,,,,
343161315,1,4,714,Bur_Dubai,Two-Wheelers,25,4,2,0,0,82500.84,0,,,,
343161316,1,4,704,Bur_Dubai,Cars/Trucks,39,5,1,1,0,6416.92,0,,,,
343161317,1,4,805,Palm_Jumeirah,Two-Wheelers,45,9,1,1,0,189428.75,1,,,,
343161318,1,4,659,Palm_Jumeirah,Cars/Trucks,34,9,2,1,0,178833.34,0,,,,
343161319,1,4,738,Palm_Jumeirah,Cars/Trucks,62,10,1,1,1,42766.03,0,,,,
343161320,1,4,635,Al_Sayed_Road,Cars/Trucks,35,2,1,1,0,90883.12,0,,,,
343161321,1,4,530,Al_Sayed_Road,Two-Wheelers,36,7,2,1,0,80619.09,0,,,,
343161322,1,4,661,Palm_Jumeirah,Cars/Trucks,41,5,2,0,1,120646.4,0,,,,
343161323,1,4,531,Al_Sayed_Road,Cars/Trucks,31,2,2,0,0,41409.36,0,,,,
343161324,1,4,694,Bur_Dubai,Two-Wheelers,29,5,1,0,0,112317.89,0,,,,
343161325,1,4,731,Bur_Dubai,Two-Wheelers,36,6,1,0,0,152128.36,0,,,,
343161326,1,4,556,Bur_Dubai,Two-Wheelers,36,2,1,0,1,177670.57,0,,,,
343161327,1,4,647,Palm_Jumeirah,Two-Wheelers,41,1,3,1,0,189159.97,0,,,,
343161328,1,4,850,Palm_Jumeirah,Cars/Trucks,32,3,1,0,1,159403.68,0,,,,
343161329,1,4,573,Al_Sayed_Road,Cars/Trucks,33,1,1,1,1,149536.15,0,,,,
343161330,1,4,591,Bur_Dubai,Cars/Trucks,45,5,2,1,1,155492.87,0,,,,
343161331,1,4,723,Bur_Dubai,Cars/Trucks,21,4,2,0,0,24847.02,0,,,,
343161332,1,4,617,Bur_Dubai,Cars/Trucks,25,1,2,1,1,115387.4,0,,,,
343161333,1,4,704,Palm_Jumeirah,Two-Wheelers,39,10,2,1,0,171971.25,1,,,,
343161334,1,4,457,Palm_Jumeirah,Cars/Trucks,42,4,1,0,1,126106.4,0,,,,
343161335,1,4,787,Palm_Jumeirah,Two-Wheelers,38,3,1,1,1,28228.35,0,,,,
343161336,1,4,651,Bur_Dubai,Two-Wheelers,34,9,2,1,0,138113.71,0,,,,
343161337,1,4,612,Palm_Jumeirah,Cars/Trucks,42,5,1,1,1,43018.98,0,,,,
343161338,1,4,828,Al_Sayed_Road,Cars/Trucks,47,1,2,1,0,83611.45,1,,,,
343161339,1,4,724,Bur_Dubai,Two-Wheelers,34,2,2,1,1,118863.38,0,,,,
343161340,1,4,648,Palm_Jumeirah,Cars/Trucks,44,9,2,1,1,91947.74,0,,,,
343161341,1,4,569,Al_Sayed_Road,Cars/Trucks,35,3,1,0,0,94488.82,0,,,,
343161342,1,4,765,Palm_Jumeirah,Two-Wheelers,34,8,2,0,0,47058.21,0,,,,
343161343,1,4,577,Palm_Jumeirah,Two-Wheelers,44,1,1,0,1,44719.5,1,,,,
343161344,1,4,603,Al_Sayed_Road,Cars/Trucks,46,2,2,1,0,174478.54,0,,,,
343161345,1,4,568,Al_Sayed_Road,Cars/Trucks,28,1,1,0,0,45611.51,0,,,,
343161346,1,4,748,Palm_Jumeirah,Cars/Trucks,45,2,1,0,0,73853.94,1,,,,
343161347,1,4,573,Al_Sayed_Road,Cars/Trucks,38,4,2,1,1,196517.43,0,,,,
343161348,1,4,771,Al_Sayed_Road,Two-Wheelers,41,5,2,0,1,92914.67,0,,,,
343161349,1,4,763,Bur_Dubai,Cars/Trucks,35,9,1,1,1,31372.91,0,,,,
343161350,1,4,410,Bur_Dubai,Two-Wheelers,35,7,1,1,1,109733.73,0,,,,
343161351,1,4,728,Bur_Dubai,Cars/Trucks,33,8,1,0,1,36083.96,0,,,,
343161352,1,4,655,Al_Sayed_Road,Two-Wheelers,78,2,2,0,1,188435.38,0,,,,
343161353,1,4,580,Palm_Jumeirah,Two-Wheelers,36,6,2,1,1,169963.2,1,,,,
343161354,1,4,712,Bur_Dubai,Cars/Trucks,35,7,1,1,1,69320.97,0,,,,
343161355,1,4,680,Bur_Dubai,Cars/Trucks,31,9,2,1,0,36145.53,0,,,,
343161356,1,4,383,Al_Sayed_Road,Two-Wheelers,48,8,1,0,0,137702.01,1,,,,
343161357,1,4,721,Bur_Dubai,Cars/Trucks,35,10,2,1,0,71594.26,0,,,,
343161358,1,4,620,Bur_Dubai,Two-Wheelers,42,1,2,0,1,65565.92,0,,,,
343161359,1,4,774,Al_Sayed_Road,Two-Wheelers,36,8,1,0,0,101828.39,0,,,,
343161360,1,4,563,Bur_Dubai,Cars/Trucks,35,3,1,0,0,39546.32,0,,,,
343161361,1,4,850,Palm_Jumeirah,Two-Wheelers,27,8,2,1,1,110805.79,0,,,,
343161362,1,4,681,Bur_Dubai,Cars/Trucks,47,9,1,1,1,2168.13,0,,,,
343161363,1,4,631,Bur_Dubai,Two-Wheelers,31,8,1,1,0,190067.12,0,,,,
343161364,1,4,614,Al_Sayed_Road,Two-Wheelers,40,3,1,1,1,77789.01,0,,,,
343161365,1,4,704,Al_Sayed_Road,Cars/Trucks,24,10,1,1,1,127654.37,0,,,,
343161366,1,4,786,Bur_Dubai,Cars/Trucks,32,2,2,0,0,79602.86,0,,,,
343161367,1,4,534,Bur_Dubai,Two-Wheelers,53,7,2,1,1,80619.17,0,,,,
343161368,1,4,590,Al_Sayed_Road,Cars/Trucks,34,0,2,0,1,160346.3,0,,,,
343161369,1,4,583,Al_Sayed_Road,Two-Wheelers,40,3,1,1,0,109638.78,1,,,,
343161370,1,4,656,Bur_Dubai,Two-Wheelers,75,3,2,1,1,1276.87,0,,,,
343161371,1,4,597,Bur_Dubai,Cars/Trucks,33,9,2,1,0,49374.82,0,,,,
343161372,1,4,588,Palm_Jumeirah,Two-Wheelers,48,1,2,1,0,31580.8,1,,,,
343161373,1,4,667,Palm_Jumeirah,Cars/Trucks,32,0,1,1,0,20560.69,0,,,,
343161374,1,4,627,Bur_Dubai,Cars/Trucks,37,2,1,0,1,84584.69,0,,,,
343161375,1,4,708,Bur_Dubai,Two-Wheelers,33,8,2,0,1,15246.83,0,,,,
343161376,1,4,641,Bur_Dubai,Cars/Trucks,65,6,1,1,0,32607.77,1,,,,
343161377,1,4,527,Palm_Jumeirah,Two-Wheelers,28,2,2,1,1,155846.69,0,,,,
343161378,1,4,592,Bur_Dubai,Cars/Trucks,37,3,1,1,1,3232.82,0,,,,
343161379,1,4,465,Bur_Dubai,Cars/Trucks,33,8,2,1,0,177668.55,0,,,,
343161380,1,4,628,Bur_Dubai,Cars/Trucks,39,6,2,0,0,134441.6,0,,,,
343161381,1,4,678,Bur_Dubai,Cars/Trucks,43,1,1,1,0,111032.79,1,,,,
343161382,1,4,570,Bur_Dubai,Two-Wheelers,61,6,1,1,1,45214.04,0,,,,
343161383,1,4,815,Bur_Dubai,Cars/Trucks,37,1,1,1,0,67208.3,0,,,,
343161384,1,4,817,Bur_Dubai,Two-Wheelers,37,6,2,1,0,80985.88,0,,,,
343161385,1,4,717,Bur_Dubai,Cars/Trucks,35,4,1,1,1,167573.06,0,,,,
343161386,1,4,641,Bur_Dubai,Two-Wheelers,53,0,2,0,1,160110.65,0,,,,
343161387,1,4,624,Bur_Dubai,Cars/Trucks,51,10,2,1,1,127825.25,0,,,,
343161388,1,4,579,Palm_Jumeirah,Cars/Trucks,49,4,1,1,1,123535.05,0,,,,
343161389,1,4,698,Bur_Dubai,Cars/Trucks,38,2,1,1,1,41595.3,0,,,,
343161390,1,4,645,Bur_Dubai,Cars/Trucks,32,4,2,0,1,97628.08,0,,,,
343161391,1,4,691,Bur_Dubai,Cars/Trucks,34,8,2,1,0,91359.79,0,,,,
343161392,1,4,638,Bur_Dubai,Cars/Trucks,34,6,1,1,1,97755.29,0,,,,
343161393,1,4,705,Bur_Dubai,Two-Wheelers,31,3,1,0,0,182528.44,0,,,,
343161394,1,4,720,Bur_Dubai,Cars/Trucks,33,9,2,1,1,142956.48,0,,,,
343161395,1,4,553,Al_Sayed_Road,Cars/Trucks,44,4,1,1,0,10789.3,0,,,,
343161396,1,4,658,Bur_Dubai,Two-Wheelers,29,8,2,0,1,130461.09,0,,,,
343161397,1,4,648,Palm_Jumeirah,Two-Wheelers,32,8,3,1,0,190994.48,1,,,,
343161398,1,4,636,Al_Sayed_Road,Cars/Trucks,45,3,2,1,1,159463.8,0,,,,
343161399,1,4,527,Palm_Jumeirah,Two-Wheelers,41,10,1,1,1,57589.29,0,,,,
343161400,1,4,717,Palm_Jumeirah,Two-Wheelers,28,9,2,0,0,40437.67,0,,,,
343161401,1,4,614,Al_Sayed_Road,Cars/Trucks,39,3,1,0,0,56459.45,0,,,,
343161402,1,4,737,Bur_Dubai,Cars/Trucks,43,0,1,1,0,39920,1,,,,
343161403,1,4,587,Al_Sayed_Road,Cars/Trucks,51,3,1,0,1,148798.45,0,,,,
343161404,1,4,682,Bur_Dubai,Two-Wheelers,35,2,1,1,1,63737.19,1,,,,
343161405,1,4,710,Bur_Dubai,Cars/Trucks,38,3,1,1,1,154997.64,0,,,,
343161406,1,4,507,Bur_Dubai,Cars/Trucks,42,6,2,1,0,34777.23,0,,,,
343161407,1,4,609,Palm_Jumeirah,Cars/Trucks,33,6,1,0,0,93718.16,0,,,,
343161408,1,4,786,Bur_Dubai,Cars/Trucks,32,9,2,1,0,133112.41,0,,,,
343161409,1,4,688,Bur_Dubai,Cars/Trucks,38,7,1,1,0,175479.92,1,,,,
343161410,1,4,710,Bur_Dubai,Cars/Trucks,38,2,2,1,0,96.27,0,,,,
343161411,1,4,779,Al_Sayed_Road,Cars/Trucks,33,3,2,1,0,30804.68,0,,,,
343161412,1,4,733,Bur_Dubai,Two-Wheelers,44,6,1,0,1,197193.49,0,,,,
343161413,1,4,583,Palm_Jumeirah,Two-Wheelers,26,10,2,1,0,96792.15,0,,,,
343161414,1,4,627,Bur_Dubai,Cars/Trucks,41,3,2,1,0,132719.8,0,,,,
343161415,1,4,666,Palm_Jumeirah,Cars/Trucks,31,3,2,1,1,112157.31,0,,,,
343161416,1,4,620,Al_Sayed_Road,Cars/Trucks,38,0,2,1,1,38015.34,0,,,,
343161417,1,4,614,Al_Sayed_Road,Two-Wheelers,39,6,2,1,1,164018.98,0,,,,
343161418,1,4,606,Bur_Dubai,Cars/Trucks,40,6,2,1,0,46774.94,0,,,,
343161419,1,4,700,Palm_Jumeirah,Two-Wheelers,39,5,2,1,1,189664.43,0,,,,
343161420,1,4,677,Palm_Jumeirah,Cars/Trucks,34,3,1,1,1,26106.39,1,,,,
343161421,1,4,850,Palm_Jumeirah,Cars/Trucks,36,5,1,1,0,191535.11,1,,,,
343161422,1,4,564,Bur_Dubai,Cars/Trucks,35,4,1,1,0,158937.55,0,,,,
343161423,1,4,771,Al_Sayed_Road,Two-Wheelers,56,2,1,1,1,25222.6,1,,,,
343161424,1,4,620,Al_Sayed_Road,Cars/Trucks,42,9,1,1,1,29296.74,0,,,,
343161425,1,4,610,Al_Sayed_Road,Cars/Trucks,46,5,1,1,0,54394.28,0,,,,
343161426,1,4,609,Al_Sayed_Road,Cars/Trucks,39,2,2,1,0,9234.06,0,,,,
343161427,1,4,683,Palm_Jumeirah,Cars/Trucks,35,5,1,0,1,26796.73,0,,,,
343161428,1,4,633,Palm_Jumeirah,Cars/Trucks,42,3,1,0,1,11796.89,0,,,,
343161429,1,4,676,Palm_Jumeirah,Cars/Trucks,28,1,2,1,1,128461.29,0,,,,
343161430,1,4,693,Bur_Dubai,Cars/Trucks,38,7,2,1,1,14278.18,0,,,,
343161431,1,4,709,Bur_Dubai,Cars/Trucks,36,0,2,1,0,46811.77,0,,,,
343161432,1,4,569,Palm_Jumeirah,Cars/Trucks,35,2,3,1,0,109393.19,1,,,,
343161433,1,4,684,Al_Sayed_Road,Two-Wheelers,38,3,3,1,0,3966.5,1,,,,
343161434,1,4,565,Bur_Dubai,Cars/Trucks,34,6,1,1,1,63173.64,0,,,,
343161435,1,4,681,Bur_Dubai,Cars/Trucks,29,8,1,1,0,66367.33,0,,,,
343161436,1,4,503,Al_Sayed_Road,Two-Wheelers,36,9,2,1,1,16274.67,0,,,,
343161437,1,4,656,Bur_Dubai,Cars/Trucks,40,2,2,1,1,180553.48,0,,,,
343161438,1,4,566,Palm_Jumeirah,Cars/Trucks,65,4,1,1,0,107563.16,1,,,,
343161439,1,4,592,Bur_Dubai,Two-Wheelers,62,5,1,1,1,100941.57,0,,,,
343161440,1,4,687,Al_Sayed_Road,Two-Wheelers,50,5,2,1,0,110230.4,0,,,,
343161441,1,4,686,Al_Sayed_Road,Cars/Trucks,22,8,2,0,0,142331.85,0,,,,
343161442,1,4,616,Al_Sayed_Road,Cars/Trucks,30,2,2,1,0,199099.51,0,,,,
343161443,1,4,494,Al_Sayed_Road,Cars/Trucks,67,5,2,1,1,85890.16,0,,,,
343161444,1,4,534,Bur_Dubai,Cars/Trucks,38,3,1,0,0,143938.27,0,,,,
343161445,1,4,695,Al_Sayed_Road,Two-Wheelers,31,8,2,0,1,131644.41,0,,,,
343161446,1,4,579,Al_Sayed_Road,Two-Wheelers,31,9,2,1,0,112395.98,0,,,,
343161447,1,4,432,Palm_Jumeirah,Cars/Trucks,38,2,2,1,1,71856.3,0,,,,
343161448,1,4,816,Palm_Jumeirah,Two-Wheelers,25,2,2,1,1,35770.84,0,,,,
343161449,1,4,730,Bur_Dubai,Two-Wheelers,37,1,2,1,1,124364.63,0,,,,
343161450,1,4,593,Bur_Dubai,Two-Wheelers,35,6,2,1,1,78101.29,0,,,,
343161451,1,4,715,Palm_Jumeirah,Two-Wheelers,37,9,1,0,0,143096.49,1,,,,
343161452,1,4,775,Palm_Jumeirah,Cars/Trucks,25,10,2,1,0,14073.11,0,,,,
343161453,1,4,539,Bur_Dubai,Cars/Trucks,38,5,2,1,0,47388.41,0,,,,
343161454,1,4,576,Al_Sayed_Road,Cars/Trucks,19,6,2,0,0,72306.07,0,,,,
343161455,1,4,617,Al_Sayed_Road,Cars/Trucks,50,7,1,1,0,184839.7,1,,,,
343161456,1,4,688,Bur_Dubai,Cars/Trucks,40,6,1,1,1,47886.44,0,,,,
343161457,1,4,608,Bur_Dubai,Cars/Trucks,33,4,1,0,1,130474.03,0,,,,
343161458,1,4,597,Al_Sayed_Road,Cars/Trucks,35,9,3,0,1,73181.39,1,,,,
343161459,1,4,670,Bur_Dubai,Two-Wheelers,42,6,1,1,1,65706.86,0,,,,
343161460,1,4,616,Palm_Jumeirah,Two-Wheelers,57,7,1,1,1,104379.36,0,,,,
343161461,1,4,579,Palm_Jumeirah,Two-Wheelers,50,5,1,0,1,192146.63,1,,,,
343161462,1,4,786,Bur_Dubai,Cars/Trucks,37,7,2,1,1,66977.68,0,,,,
343161463,1,4,704,Al_Sayed_Road,Two-Wheelers,44,9,1,1,0,158742.81,0,,,,
343161464,1,4,796,Bur_Dubai,Two-Wheelers,50,1,1,1,1,189414.74,0,,,,
343161465,1,4,598,Al_Sayed_Road,Cars/Trucks,39,1,2,1,0,159130.32,0,,,,
343161466,1,4,602,Bur_Dubai,Cars/Trucks,49,0,1,0,0,97640.2,0,,,,
343161467,1,4,619,Bur_Dubai,Cars/Trucks,58,5,1,1,1,86022.09,0,,,,
343161468,1,4,492,Palm_Jumeirah,Two-Wheelers,52,8,1,1,0,10014.72,1,,,,
343161469,1,4,641,Palm_Jumeirah,Cars/Trucks,41,7,3,1,0,17384.21,0,,,,
343161470,1,4,518,Bur_Dubai,Two-Wheelers,27,1,1,1,1,143315.57,0,,,,
343161471,1,4,623,Al_Sayed_Road,Two-Wheelers,40,4,3,1,0,31669.18,0,,,,
343161472,1,4,733,Bur_Dubai,Two-Wheelers,28,5,2,0,0,12761.16,0,,,,
343161473,1,4,625,Palm_Jumeirah,Cars/Trucks,42,6,1,1,0,93429.95,0,,,,
343161474,1,4,759,Bur_Dubai,Two-Wheelers,31,1,1,1,1,42012.55,0,,,,
343161475,1,4,604,Bur_Dubai,Two-Wheelers,32,7,1,1,0,15798.7,0,,,,
343161476,1,4,512,Al_Sayed_Road,Two-Wheelers,46,3,2,1,1,56408.14,0,,,,
343161477,1,4,520,Bur_Dubai,Two-Wheelers,29,8,1,1,0,4696.44,0,,,,
343161478,1,4,805,Al_Sayed_Road,Cars/Trucks,26,2,2,1,1,25042.1,0,,,,
343161479,1,4,626,Bur_Dubai,Cars/Trucks,43,4,1,1,0,130442.08,1,,,,
343161480,1,4,656,Bur_Dubai,Cars/Trucks,38,10,1,1,1,136521.82,0,,,,
343161481,1,4,785,Al_Sayed_Road,Cars/Trucks,41,7,2,1,1,199108.88,0,,,,
343161482,1,4,553,Bur_Dubai,Cars/Trucks,31,6,2,0,0,124596.63,0,,,,
343161483,1,4,569,Bur_Dubai,Two-Wheelers,44,4,2,0,0,134394.78,0,,,,
343161484,1,4,670,Bur_Dubai,Cars/Trucks,38,10,1,0,0,144275.39,0,,,,
343161485,1,4,586,Al_Sayed_Road,Cars/Trucks,42,6,2,1,1,123410.23,0,,,,
343161486,1,4,617,Al_Sayed_Road,Two-Wheelers,45,1,1,1,0,143298.06,0,,,,
343161487,1,4,508,Bur_Dubai,Two-Wheelers,60,7,1,1,1,129562.74,0,,,,
343161488,1,4,624,Al_Sayed_Road,Two-Wheelers,35,7,2,1,1,4595.05,0,,,,
343161489,1,4,654,Bur_Dubai,Cars/Trucks,29,4,1,1,1,146715.07,0,,,,
343161490,1,4,681,Palm_Jumeirah,Two-Wheelers,44,3,2,1,1,163558.36,0,,,,
343161491,1,4,578,Al_Sayed_Road,Cars/Trucks,28,4,2,0,0,6947.09,0,,,,
343161492,1,4,621,Al_Sayed_Road,Two-Wheelers,37,9,2,1,0,9170.54,0,,,,
343161493,1,4,632,Bur_Dubai,Cars/Trucks,40,5,1,1,1,199674.83,0,,,,
343161494,1,4,644,Bur_Dubai,Cars/Trucks,44,5,1,1,0,157166.79,1,,,,
343161495,1,4,821,Bur_Dubai,Cars/Trucks,28,2,2,1,0,46072.52,0,,,,
343161496,1,4,754,Bur_Dubai,Two-Wheelers,38,2,2,0,0,3524.69,0,,,,
343161497,1,4,568,Al_Sayed_Road,Two-Wheelers,27,1,1,0,1,45563.94,0,,,,
343161498,1,4,584,Bur_Dubai,Cars/Trucks,33,3,2,0,1,59103.13,0,,,,
343161499,1,4,549,Bur_Dubai,Two-Wheelers,29,8,2,1,1,189558.44,0,,,,
343161500,1,4,729,Bur_Dubai,Two-Wheelers,38,7,2,0,0,45779.9,0,,,,
343161501,1,4,523,Bur_Dubai,Cars/Trucks,61,8,1,1,1,21859.06,0,,,,
343161502,1,4,477,Palm_Jumeirah,Two-Wheelers,24,2,2,0,0,162699.7,1,,,,
343161503,1,4,675,Palm_Jumeirah,Cars/Trucks,42,2,2,1,0,8567.18,0,,,,
343161504,1,4,782,Al_Sayed_Road,Two-Wheelers,41,4,1,1,0,132943.88,0,,,,
343161505,1,4,616,Al_Sayed_Road,Two-Wheelers,36,6,1,1,1,12916.32,1,,,,
343161506,1,4,738,Al_Sayed_Road,Two-Wheelers,37,8,1,1,1,128799.86,0,,,,
343161507,1,4,717,Al_Sayed_Road,Two-Wheelers,42,5,1,1,0,99347.8,1,,,,
343161508,1,4,526,Palm_Jumeirah,Two-Wheelers,35,9,1,1,0,40980.87,1,,,,
343161509,1,4,660,Bur_Dubai,Cars/Trucks,19,5,1,1,1,40368.65,0,,,,
343161510,1,4,525,Bur_Dubai,Cars/Trucks,35,7,1,0,1,94738.54,0,,,,
343161511,1,4,629,Al_Sayed_Road,Cars/Trucks,29,6,2,1,1,88842.8,0,,,,
343161512,1,4,616,Palm_Jumeirah,Two-Wheelers,36,10,1,1,0,136934.91,0,,,,
343161513,1,4,521,Palm_Jumeirah,Two-Wheelers,61,0,1,1,1,109356.53,0,,,,
343161514,1,4,691,Bur_Dubai,Two-Wheelers,29,9,2,0,0,199635.93,0,,,,
343161515,1,4,687,Palm_Jumeirah,Two-Wheelers,41,2,1,1,0,158408.23,0,,,,
343161516,1,4,677,Al_Sayed_Road,Two-Wheelers,43,3,2,1,1,95936.84,0,,,,
343161517,1,4,695,Al_Sayed_Road,Cars/Trucks,63,1,1,1,1,126688.83,1,,,,
343161518,1,4,663,Bur_Dubai,Two-Wheelers,27,9,2,1,0,150850.29,0,,,,
343161519,1,4,496,Bur_Dubai,Cars/Trucks,30,0,1,0,1,27802,0,,,,
343161520,1,4,747,Al_Sayed_Road,Cars/Trucks,41,9,1,1,0,32430.94,1,,,,
343161521,1,4,546,Bur_Dubai,Two-Wheelers,52,2,1,1,0,137332.37,1,,,,
343161522,1,4,706,Al_Sayed_Road,Cars/Trucks,68,4,1,1,1,28601.68,0,,,,
343161523,1,4,472,Bur_Dubai,Two-Wheelers,26,5,2,1,0,108411.66,0,,,,
343161524,1,4,703,Bur_Dubai,Two-Wheelers,40,7,2,0,1,122518.5,0,,,,
343161525,1,4,850,Bur_Dubai,Two-Wheelers,38,2,2,1,0,9015.07,0,,,,
343161526,1,4,667,Al_Sayed_Road,Cars/Trucks,71,4,1,0,1,94433.08,1,,,,
343161527,1,4,559,Bur_Dubai,Cars/Trucks,33,9,2,1,0,110371.84,0,,,,
343161528,1,4,636,Al_Sayed_Road,Cars/Trucks,60,7,1,1,1,141364.62,1,,,,
343161529,1,4,672,Bur_Dubai,Two-Wheelers,34,8,2,1,1,16245.25,0,,,,
343161530,1,4,667,Bur_Dubai,Cars/Trucks,42,7,1,0,1,108348.94,1,,,,
343161531,1,4,648,Palm_Jumeirah,Cars/Trucks,33,7,2,0,1,171668.2,0,,,,
343161532,1,4,497,Bur_Dubai,Cars/Trucks,32,8,2,1,0,67364.42,0,,,,
343161533,1,4,743,Bur_Dubai,Two-Wheelers,73,6,2,0,1,107867.38,0,,,,
343161534,1,4,619,Bur_Dubai,Cars/Trucks,29,5,2,1,0,194310.1,0,,,,
343161535,1,4,639,Al_Sayed_Road,Cars/Trucks,34,5,2,0,0,33950.08,0,,,,
343161536,1,4,540,Al_Sayed_Road,Cars/Trucks,28,8,2,0,0,197588.32,0,,,,
343161537,1,4,766,Bur_Dubai,Two-Wheelers,26,3,1,1,1,428.23,0,,,,
343161538,1,4,749,Bur_Dubai,Two-Wheelers,26,6,2,0,1,34948.77,0,,,,
343161539,1,4,655,Palm_Jumeirah,Cars/Trucks,32,9,1,1,0,82084.3,0,,,,
343161540,1,4,630,Bur_Dubai,Cars/Trucks,33,9,2,1,0,64804.59,0,,,,
343161541,1,4,778,Palm_Jumeirah,Two-Wheelers,33,4,2,1,0,83556.65,0,,,,
343161542,1,4,757,Palm_Jumeirah,Two-Wheelers,30,6,1,0,0,71926.28,1,,,,
343161543,1,4,529,Al_Sayed_Road,Two-Wheelers,39,2,1,1,1,122925.44,0,,,,
343161544,1,4,620,Al_Sayed_Road,Cars/Trucks,29,9,2,1,0,13133.88,0,,,,
